116.3894407,39.9062721,116.3894463,39.9060115
116.3894407,39.9062721,116.3856338,39.9061421
116.3930703,39.906394,116.3894407,39.9062721
116.3970962,39.9065222,116.3930703,39.906394
116.3970962,39.9065222,116.3968553,39.9062711
116.3970962,39.9065222,116.3968246,39.911373
116.3898158,39.8987502,116.3898178,39.8986298
116.3898158,39.8987502,116.3888956,39.8988353
116.3898158,39.8987502,116.3887486,39.8989659
116.3934609,39.8988716,116.3898158,39.8987502
116.3934609,39.8988716,116.3934817,39.8987479
116.3934609,39.8988716,116.3933161,39.9015519
116.3855782,39.9019869,116.3879786,39.9014518
116.3855782,39.9019869,116.3855774,39.905896
116.3855782,39.9019869,116.3854253,39.9014284
116.3855622,39.8989751,116.3855748,39.8988612
116.3855622,39.8989751,116.3855548,39.8991053
116.3855622,39.8989751,116.3818619,39.8988605
116.3867923,39.8990026,116.3866398,39.8991285
116.3867923,39.8990026,116.3855622,39.8989751
116.3818619,39.8988605,116.3818667,39.8990002
116.3818619,39.8988605,116.3801806,39.8988121
116.3779918,39.8987474,116.3779873,39.8989219
116.3779918,39.8987474,116.3779386,39.898622
116.3779918,39.8987474,116.372167,39.898581
116.3766593,39.9058516,116.3765804,39.9056415
116.3766593,39.9058516,116.375691,39.909774
116.3766593,39.9058516,116.3745071,39.9058234
116.3778503,39.9005436,116.3777633,39.9029395
116.3778503,39.9005436,116.3779188,39.899731
116.3778503,39.9005436,116.3748889,39.900482
116.3777633,39.9029395,116.3775755,39.903785
116.3777633,39.9029395,116.3778503,39.9005436
116.3777633,39.9029395,116.3752167,39.902839
116.3817558,39.900629,116.3816769,39.9013079
116.3817558,39.900629,116.3818667,39.8990002
116.3817558,39.900629,116.3826849,39.9006431
116.4004073,39.9066074,116.4002588,39.9064456
116.4004073,39.9066074,116.4005044,39.9082113
116.4004073,39.9066074,116.3970962,39.9065222
116.4117218,39.9069468,116.4117308,39.9067754
116.4117218,39.9069468,116.4092757,39.9068643
116.4052788,39.9067581,116.4051861,39.9067543
116.4052788,39.9067581,116.4052483,39.9079534
116.4118329,39.9048304,116.4099011,39.9047459
116.4118329,39.9048304,116.4120583,39.9049174
116.4118329,39.9048304,116.4121343,39.900649
116.3192982,39.9096927,116.3201598,39.909681
116.3192982,39.9096927,116.3219716,39.9115737
116.3192982,39.9096927,116.3156087,39.9097712
116.3285234,39.9098111,116.3275529,39.9095482
